image_name,xmin,xmax,ymin,ymax,class_id
20180205_072705_2.jpg,154,167,35,52,0
20180205_072705_2.jpg,167,180,36,51,0
20180205_072705_2.jpg,178,192,35,52,0
20180205_072705_2.jpg,76,89,84,108,0
20180205_072705_2.jpg,96,110,84,109,0
20180205_072705_2.jpg,116,132,83,111,0
20180205_072705_2.jpg,140,152,81,111,0
20180205_072705_2.jpg,159,172,84,111,0
20180205_072705_2.jpg,180,193,84,111,0
20180205_072705_2.jpg,202,215,81,108,0
20180205_072705_2.jpg,222,234,81,117,0
20180205_072705_2.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1093_1.jpg,100,203,31,51,8
10 FOTO 201807 MEN_1093_1.jpg,58,233,75,113,7
10 FOTO 201807 MEN_1093_1.jpg,100,108,30,46,0
10 FOTO 201807 MEN_1093_1.jpg,110,119,32,48,0
10 FOTO 201807 MEN_1093_1.jpg,131,139,31,48,0
10 FOTO 201807 MEN_1093_1.jpg,141,151,32,48,0
10 FOTO 201807 MEN_1093_1.jpg,151,159,32,48,0
10 FOTO 201807 MEN_1093_1.jpg,161,172,32,48,0
10 FOTO 201807 MEN_1093_1.jpg,172,181,32,49,0
10 FOTO 201807 MEN_1093_1.jpg,182,191,31,50,0
10 FOTO 201807 MEN_1093_1.jpg,193,201,31,48,0
10 FOTO 201807 MEN_1093_1.jpg,61,74,79,103,0
10 FOTO 201807 MEN_1093_1.jpg,85,95,79,103,0
10 FOTO 201807 MEN_1093_1.jpg,107,118,78,104,0
10 FOTO 201807 MEN_1093_1.jpg,128,142,80,104,0
10 FOTO 201807 MEN_1093_1.jpg,152,162,80,103,0
10 FOTO 201807 MEN_1093_1.jpg,173,184,79,104,0
10 FOTO 201807 MEN_1093_1.jpg,195,206,80,104,0
10 FOTO 201807 MEN_1093_1.jpg,217,228,81,111,0
10 FOTO 201807 MEN_1093_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_110_2.jpg,76,238,76,124,7
10 FOTO 201807 MEN_110_2.jpg,93,189,33,50,8
10 FOTO 201807 MEN_110_2.jpg,94,106,33,50,0
10 FOTO 201807 MEN_110_2.jpg,106,117,34,49,0
10 FOTO 201807 MEN_110_2.jpg,119,128,34,50,0
10 FOTO 201807 MEN_110_2.jpg,129,143,34,48,0
10 FOTO 201807 MEN_110_2.jpg,143,154,34,50,0
10 FOTO 201807 MEN_110_2.jpg,155,166,33,50,0
10 FOTO 201807 MEN_110_2.jpg,166,179,34,49,0
10 FOTO 201807 MEN_110_2.jpg,179,189,34,49,0
10 FOTO 201807 MEN_110_2.jpg,79,91,84,112,0
10 FOTO 201807 MEN_110_2.jpg,100,112,83,113,0
10 FOTO 201807 MEN_110_2.jpg,119,133,83,110,0
10 FOTO 201807 MEN_110_2.jpg,141,155,83,112,0
10 FOTO 201807 MEN_110_2.jpg,161,175,83,114,0
10 FOTO 201807 MEN_110_2.jpg,183,195,85,112,0
10 FOTO 201807 MEN_110_2.jpg,203,215,85,113,0
10 FOTO 201807 MEN_110_2.jpg,226,237,78,118,0
10 FOTO 201807 MEN_110_2.jpg,5,296,5,296,9
FOTO 2018-01_1408_1.jpg,63,235,36,57,8
FOTO 2018-01_1408_1.jpg,51,241,88,126,7
FOTO 2018-01_1408_1.jpg,60,77,93,119,0
FOTO 2018-01_1408_1.jpg,86,103,92,119,0
FOTO 2018-01_1408_1.jpg,112,129,91,119,0
FOTO 2018-01_1408_1.jpg,137,153,92,120,0
FOTO 2018-01_1408_1.jpg,163,179,93,120,0
FOTO 2018-01_1408_1.jpg,188,201,95,119,0
FOTO 2018-01_1408_1.jpg,208,220,94,120,0
FOTO 2018-01_1408_1.jpg,228,241,94,122,0
FOTO 2018-01_1408_1.jpg,64,77,38,57,0
FOTO 2018-01_1408_1.jpg,83,95,37,56,0
FOTO 2018-01_1408_1.jpg,102,114,36,56,0
FOTO 2018-01_1408_1.jpg,121,133,38,56,0
FOTO 2018-01_1408_1.jpg,139,151,37,56,0
FOTO 2018-01_1408_1.jpg,159,170,36,56,0
FOTO 2018-01_1408_1.jpg,176,188,38,57,0
FOTO 2018-01_1408_1.jpg,192,202,38,55,0
FOTO 2018-01_1408_1.jpg,205,217,37,57,0
FOTO 2018-01_1408_1.jpg,222,232,38,57,0
FOTO 2018-01_1408_1.jpg,5,296,5,296,9
FOTO 2018-01_5226_1.jpg,90,209,35,55,8
FOTO 2018-01_5226_1.jpg,78,214,62,90,7
FOTO 2018-01_5226_1.jpg,89,98,37,55,0
FOTO 2018-01_5226_1.jpg,104,114,36,56,0
FOTO 2018-01_5226_1.jpg,120,129,36,54,0
FOTO 2018-01_5226_1.jpg,135,142,36,54,0
FOTO 2018-01_5226_1.jpg,150,159,37,55,0
FOTO 2018-01_5226_1.jpg,165,176,38,54,0
FOTO 2018-01_5226_1.jpg,182,192,36,56,0
FOTO 2018-01_5226_1.jpg,197,206,36,55,0
FOTO 2018-01_5226_1.jpg,82,94,67,88,0
FOTO 2018-01_5226_1.jpg,111,123,65,89,0
FOTO 2018-01_5226_1.jpg,142,153,64,87,0
FOTO 2018-01_5226_1.jpg,198,212,64,86,0
FOTO 2018-01_5226_1.jpg,169,183,64,86,0
FOTO 2018-01_5226_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1190_2.jpg,77,206,65,99,7
10 FOTO 201807 MEN_1190_2.jpg,96,196,103,121,8
10 FOTO 201807 MEN_1190_2.jpg,81,98,69,96,0
10 FOTO 201807 MEN_1190_2.jpg,109,124,70,96,0
10 FOTO 201807 MEN_1190_2.jpg,136,149,69,94,0
10 FOTO 201807 MEN_1190_2.jpg,162,177,69,94,0
10 FOTO 201807 MEN_1190_2.jpg,189,204,67,93,0
10 FOTO 201807 MEN_1190_2.jpg,98,107,104,121,0
10 FOTO 201807 MEN_1190_2.jpg,110,121,104,122,0
10 FOTO 201807 MEN_1190_2.jpg,124,132,103,121,0
10 FOTO 201807 MEN_1190_2.jpg,136,144,103,119,0
10 FOTO 201807 MEN_1190_2.jpg,149,159,104,120,0
10 FOTO 201807 MEN_1190_2.jpg,161,170,103,119,0
10 FOTO 201807 MEN_1190_2.jpg,174,183,103,119,0
10 FOTO 201807 MEN_1190_2.jpg,187,195,103,119,0
10 FOTO 201807 MEN_1190_2.jpg,5,296,5,296,9
10 FOTO 201807 MEN_368_1.jpg,98,222,32,56,8
10 FOTO 201807 MEN_368_1.jpg,92,220,75,113,7
10 FOTO 201807 MEN_368_1.jpg,99,112,33,54,0
10 FOTO 201807 MEN_368_1.jpg,111,121,33,52,0
10 FOTO 201807 MEN_368_1.jpg,121,133,33,53,0
10 FOTO 201807 MEN_368_1.jpg,132,143,34,52,0
10 FOTO 201807 MEN_368_1.jpg,143,155,33,54,0
10 FOTO 201807 MEN_368_1.jpg,155,164,33,56,0
10 FOTO 201807 MEN_368_1.jpg,165,178,33,55,0
10 FOTO 201807 MEN_368_1.jpg,177,186,33,54,0
10 FOTO 201807 MEN_368_1.jpg,186,197,33,55,0
10 FOTO 201807 MEN_368_1.jpg,98,112,82,105,0
10 FOTO 201807 MEN_368_1.jpg,124,137,81,106,0
10 FOTO 201807 MEN_368_1.jpg,149,162,81,107,0
10 FOTO 201807 MEN_368_1.jpg,176,189,82,108,0
10 FOTO 201807 MEN_368_1.jpg,199,213,84,108,0
10 FOTO 201807 MEN_368_1.jpg,207,221,33,54,0
10 FOTO 201807 MEN_368_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1274_1.jpg,98,188,47,60,8
10 FOTO 201807 MEN_1274_1.jpg,64,220,81,119,7
10 FOTO 201807 MEN_1274_1.jpg,98,107,48,60,0
10 FOTO 201807 MEN_1274_1.jpg,108,116,47,59,0
10 FOTO 201807 MEN_1274_1.jpg,130,137,47,60,0
10 FOTO 201807 MEN_1274_1.jpg,137,147,47,60,0
10 FOTO 201807 MEN_1274_1.jpg,149,158,47,59,0
10 FOTO 201807 MEN_1274_1.jpg,159,167,48,60,0
10 FOTO 201807 MEN_1274_1.jpg,170,180,47,61,0
10 FOTO 201807 MEN_1274_1.jpg,179,189,46,61,0
10 FOTO 201807 MEN_1274_1.jpg,70,85,88,112,0
10 FOTO 201807 MEN_1274_1.jpg,96,111,88,114,0
10 FOTO 201807 MEN_1274_1.jpg,120,135,87,113,0
10 FOTO 201807 MEN_1274_1.jpg,145,158,87,113,0
10 FOTO 201807 MEN_1274_1.jpg,167,179,87,111,0
10 FOTO 201807 MEN_1274_1.jpg,188,200,88,113,0
10 FOTO 201807 MEN_1274_1.jpg,206,218,87,114,0
10 FOTO 201807 MEN_1274_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1294_2.jpg,100,198,30,48,8
10 FOTO 201807 MEN_1294_2.jpg,63,240,72,115,7
10 FOTO 201807 MEN_1294_2.jpg,100,108,32,46,0
10 FOTO 201807 MEN_1294_2.jpg,110,119,32,47,0
10 FOTO 201807 MEN_1294_2.jpg,130,140,33,49,0
10 FOTO 201807 MEN_1294_2.jpg,139,149,31,46,0
10 FOTO 201807 MEN_1294_2.jpg,150,157,32,47,0
10 FOTO 201807 MEN_1294_2.jpg,158,168,32,46,0
10 FOTO 201807 MEN_1294_2.jpg,169,177,32,48,0
10 FOTO 201807 MEN_1294_2.jpg,178,186,32,47,0
10 FOTO 201807 MEN_1294_2.jpg,186,195,33,48,0
10 FOTO 201807 MEN_1294_2.jpg,67,78,77,104,0
10 FOTO 201807 MEN_1294_2.jpg,90,100,76,102,0
10 FOTO 201807 MEN_1294_2.jpg,114,124,76,102,0
10 FOTO 201807 MEN_1294_2.jpg,137,148,78,103,0
10 FOTO 201807 MEN_1294_2.jpg,159,169,78,105,0
10 FOTO 201807 MEN_1294_2.jpg,181,192,79,103,0
10 FOTO 201807 MEN_1294_2.jpg,204,214,80,106,0
10 FOTO 201807 MEN_1294_2.jpg,226,236,80,114,0
10 FOTO 201807 MEN_1294_2.jpg,5,296,5,296,9
FOTO 2018-01_4603_2.jpg,79,200,28,48,8
FOTO 2018-01_4603_2.jpg,56,235,76,118,7
FOTO 2018-01_4603_2.jpg,63,75,78,105,0
FOTO 2018-01_4603_2.jpg,85,97,78,107,0
FOTO 2018-01_4603_2.jpg,107,120,79,105,0
FOTO 2018-01_4603_2.jpg,130,143,79,105,0
FOTO 2018-01_4603_2.jpg,152,165,79,106,0
FOTO 2018-01_4603_2.jpg,175,187,79,105,0
FOTO 2018-01_4603_2.jpg,197,209,79,108,0
FOTO 2018-01_4603_2.jpg,219,231,80,114,0
FOTO 2018-01_4603_2.jpg,80,86,29,47,0
FOTO 2018-01_4603_2.jpg,92,100,29,47,0
FOTO 2018-01_4603_2.jpg,104,113,30,46,0
FOTO 2018-01_4603_2.jpg,118,126,30,47,0
FOTO 2018-01_4603_2.jpg,130,137,32,46,0
FOTO 2018-01_4603_2.jpg,142,150,30,46,0
FOTO 2018-01_4603_2.jpg,154,163,31,48,0
FOTO 2018-01_4603_2.jpg,167,175,30,46,0
FOTO 2018-01_4603_2.jpg,180,187,31,47,0
FOTO 2018-01_4603_2.jpg,192,198,30,47,0
FOTO 2018-01_4603_2.jpg,5,296,5,296,9
os_1_2336_1.jpg,116,198,21,39,8
os_1_2336_1.jpg,69,231,67,110,7
os_1_2336_1.jpg,117,124,21,39,0
os_1_2336_1.jpg,126,133,20,36,0
os_1_2336_1.jpg,142,151,21,38,0
os_1_2336_1.jpg,154,160,22,36,0
os_1_2336_1.jpg,162,169,22,38,0
os_1_2336_1.jpg,171,179,22,39,0
os_1_2336_1.jpg,181,188,22,38,0
os_1_2336_1.jpg,189,197,21,38,0
os_1_2336_1.jpg,72,85,72,98,0
os_1_2336_1.jpg,93,105,74,97,0
os_1_2336_1.jpg,115,125,71,98,0
os_1_2336_1.jpg,135,147,73,97,0
os_1_2336_1.jpg,153,165,72,98,0
os_1_2336_1.jpg,176,188,73,98,0
os_1_2336_1.jpg,197,210,73,96,0
os_1_2336_1.jpg,216,229,73,109,0
os_1_2336_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1310_1.jpg,79,217,67,102,7
10 FOTO 201807 MEN_1310_1.jpg,95,198,106,122,8
10 FOTO 201807 MEN_1310_1.jpg,81,98,70,102,0
10 FOTO 201807 MEN_1310_1.jpg,109,127,71,101,0
10 FOTO 201807 MEN_1310_1.jpg,139,155,72,99,0
10 FOTO 201807 MEN_1310_1.jpg,167,186,72,100,0
10 FOTO 201807 MEN_1310_1.jpg,196,214,71,101,0
10 FOTO 201807 MEN_1310_1.jpg,95,107,107,122,0
10 FOTO 201807 MEN_1310_1.jpg,107,121,106,122,0
10 FOTO 201807 MEN_1310_1.jpg,120,132,106,122,0
10 FOTO 201807 MEN_1310_1.jpg,133,146,107,123,0
10 FOTO 201807 MEN_1310_1.jpg,147,159,106,121,0
10 FOTO 201807 MEN_1310_1.jpg,161,173,107,123,0
10 FOTO 201807 MEN_1310_1.jpg,173,185,107,121,0
10 FOTO 201807 MEN_1310_1.jpg,186,199,107,123,0
10 FOTO 201807 MEN_1310_1.jpg,5,296,5,296,9
2018 03 men_3598_2.jpg,59,227,75,115,7
2018 03 men_3598_2.jpg,74,149,119,139,8
2018 03 men_3598_2.jpg,60,74,77,104,0
2018 03 men_3598_2.jpg,82,95,78,103,0
2018 03 men_3598_2.jpg,104,116,79,103,0
2018 03 men_3598_2.jpg,125,138,79,102,0
2018 03 men_3598_2.jpg,148,161,79,103,0
2018 03 men_3598_2.jpg,169,183,79,105,0
2018 03 men_3598_2.jpg,192,203,80,104,0
2018 03 men_3598_2.jpg,213,225,79,112,0
2018 03 men_3598_2.jpg,74,84,120,137,0
2018 03 men_3598_2.jpg,85,97,120,137,0
2018 03 men_3598_2.jpg,98,110,120,138,0
2018 03 men_3598_2.jpg,110,121,120,137,0
2018 03 men_3598_2.jpg,122,134,119,137,0
2018 03 men_3598_2.jpg,134,147,119,137,0
2018 03 men_3598_2.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1342_1.jpg,105,194,28,49,8
10 FOTO 201807 MEN_1342_1.jpg,62,241,72,118,7
10 FOTO 201807 MEN_1342_1.jpg,64,78,74,102,0
10 FOTO 201807 MEN_1342_1.jpg,86,101,74,103,0
10 FOTO 201807 MEN_1342_1.jpg,108,122,74,103,0
10 FOTO 201807 MEN_1342_1.jpg,132,146,76,103,0
10 FOTO 201807 MEN_1342_1.jpg,155,169,76,105,0
10 FOTO 201807 MEN_1342_1.jpg,178,191,77,105,0
10 FOTO 201807 MEN_1342_1.jpg,201,213,77,104,0
10 FOTO 201807 MEN_1342_1.jpg,223,237,78,114,0
10 FOTO 201807 MEN_1342_1.jpg,107,117,29,48,0
10 FOTO 201807 MEN_1342_1.jpg,121,132,30,47,0
10 FOTO 201807 MEN_1342_1.jpg,138,147,30,48,0
10 FOTO 201807 MEN_1342_1.jpg,152,162,30,49,0
10 FOTO 201807 MEN_1342_1.jpg,167,177,30,49,0
10 FOTO 201807 MEN_1342_1.jpg,181,193,30,49,0
10 FOTO 201807 MEN_1342_1.jpg,5,296,5,296,9
12 FOTO 201809 MEN_1395_2.jpg,117,211,46,64,8
12 FOTO 201809 MEN_1395_2.jpg,123,233,85,123,7
12 FOTO 201809 MEN_1395_2.jpg,118,126,46,61,0
12 FOTO 201809 MEN_1395_2.jpg,126,136,47,62,0
12 FOTO 201809 MEN_1395_2.jpg,149,159,46,62,0
12 FOTO 201809 MEN_1395_2.jpg,159,168,47,62,0
12 FOTO 201809 MEN_1395_2.jpg,170,178,46,62,0
12 FOTO 201809 MEN_1395_2.jpg,181,190,47,62,0
12 FOTO 201809 MEN_1395_2.jpg,192,200,47,61,0
12 FOTO 201809 MEN_1395_2.jpg,203,210,48,62,0
12 FOTO 201809 MEN_1395_2.jpg,127,143,92,119,0
12 FOTO 201809 MEN_1395_2.jpg,151,166,93,120,0
12 FOTO 201809 MEN_1395_2.jpg,175,188,93,120,0
12 FOTO 201809 MEN_1395_2.jpg,196,207,92,120,0
12 FOTO 201809 MEN_1395_2.jpg,215,228,91,119,0
12 FOTO 201809 MEN_1395_2.jpg,5,296,5,296,9
20180202_080102_2.jpg,90,187,27,45,8
20180202_080102_2.jpg,73,230,70,103,7
20180202_080102_2.jpg,90,103,26,44,0
20180202_080102_2.jpg,103,114,28,43,0
20180202_080102_2.jpg,115,128,28,44,0
20180202_080102_2.jpg,126,137,28,44,0
20180202_080102_2.jpg,136,149,26,44,0
20180202_080102_2.jpg,149,161,25,44,0
20180202_080102_2.jpg,160,173,28,45,0
20180202_080102_2.jpg,174,184,28,44,0
20180202_080102_2.jpg,75,88,72,102,0
20180202_080102_2.jpg,95,107,74,102,0
20180202_080102_2.jpg,115,127,74,100,0
20180202_080102_2.jpg,135,149,74,102,0
20180202_080102_2.jpg,156,168,72,101,0
20180202_080102_2.jpg,176,189,72,100,0
20180202_080102_2.jpg,196,208,73,101,0
20180202_080102_2.jpg,216,227,71,102,0
20180202_080102_2.jpg,5,296,5,296,9
os_1_846_1.jpg,80,208,59,88,7
os_1_846_1.jpg,101,203,92,109,8
os_1_846_1.jpg,80,96,63,85,0
os_1_846_1.jpg,108,122,62,86,0
os_1_846_1.jpg,135,148,63,86,0
os_1_846_1.jpg,161,174,63,84,0
os_1_846_1.jpg,190,205,64,86,0
os_1_846_1.jpg,101,112,93,108,0
os_1_846_1.jpg,114,124,92,107,0
os_1_846_1.jpg,127,137,93,108,0
os_1_846_1.jpg,140,150,92,108,0
os_1_846_1.jpg,152,160,93,108,0
os_1_846_1.jpg,163,174,93,109,0
os_1_846_1.jpg,177,187,95,109,0
os_1_846_1.jpg,190,200,95,110,0
os_1_846_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1476_1.jpg,144,193,41,56,8
10 FOTO 201807 MEN_1476_1.jpg,63,222,79,116,7
10 FOTO 201807 MEN_1476_1.jpg,65,79,86,113,0
10 FOTO 201807 MEN_1476_1.jpg,90,104,88,111,0
10 FOTO 201807 MEN_1476_1.jpg,115,130,88,110,0
10 FOTO 201807 MEN_1476_1.jpg,140,154,85,109,0
10 FOTO 201807 MEN_1476_1.jpg,165,176,87,109,0
10 FOTO 201807 MEN_1476_1.jpg,183,196,88,112,0
10 FOTO 201807 MEN_1476_1.jpg,205,219,88,114,0
10 FOTO 201807 MEN_1476_1.jpg,150,158,41,56,0
10 FOTO 201807 MEN_1476_1.jpg,157,168,42,59,0
10 FOTO 201807 MEN_1476_1.jpg,168,177,41,56,0
10 FOTO 201807 MEN_1476_1.jpg,177,184,41,57,0
10 FOTO 201807 MEN_1476_1.jpg,185,194,41,56,0
10 FOTO 201807 MEN_1476_1.jpg,5,296,5,296,9
15 FOTO 201811 MEN_1507_1.jpg,96,223,65,99,7
15 FOTO 201811 MEN_1507_1.jpg,104,117,69,93,0
15 FOTO 201811 MEN_1507_1.jpg,130,142,70,92,0
15 FOTO 201811 MEN_1507_1.jpg,153,167,69,91,0
15 FOTO 201811 MEN_1507_1.jpg,179,193,69,94,0
15 FOTO 201811 MEN_1507_1.jpg,204,221,67,97,0
15 FOTO 201811 MEN_1507_1.jpg,201,282,128,145,8
15 FOTO 201811 MEN_1507_1.jpg,202,209,129,143,0
15 FOTO 201811 MEN_1507_1.jpg,211,220,128,142,0
15 FOTO 201811 MEN_1507_1.jpg,224,232,128,143,0
15 FOTO 201811 MEN_1507_1.jpg,235,246,128,144,0
15 FOTO 201811 MEN_1507_1.jpg,247,257,128,143,0
15 FOTO 201811 MEN_1507_1.jpg,259,267,129,143,0
15 FOTO 201811 MEN_1507_1.jpg,272,280,127,144,0
15 FOTO 201811 MEN_1507_1.jpg,5,296,5,296,9
2018 04 men_2605_2.jpg,81,243,74,104,7
2018 04 men_2605_2.jpg,97,210,114,133,8
2018 04 men_2605_2.jpg,81,91,77,100,0
2018 04 men_2605_2.jpg,101,113,75,101,0
2018 04 men_2605_2.jpg,122,134,77,103,0
2018 04 men_2605_2.jpg,143,154,77,103,0
2018 04 men_2605_2.jpg,163,173,77,105,0
2018 04 men_2605_2.jpg,184,195,77,104,0
2018 04 men_2605_2.jpg,206,215,76,103,0
2018 04 men_2605_2.jpg,226,239,76,103,0
2018 04 men_2605_2.jpg,97,110,115,132,0
2018 04 men_2605_2.jpg,111,125,115,133,0
2018 04 men_2605_2.jpg,127,141,115,134,0
2018 04 men_2605_2.jpg,141,154,114,133,0
2018 04 men_2605_2.jpg,155,168,115,132,0
2018 04 men_2605_2.jpg,169,183,114,132,0
2018 04 men_2605_2.jpg,184,196,115,132,0
2018 04 men_2605_2.jpg,198,208,115,133,0
2018 04 men_2605_2.jpg,5,296,5,296,9
20180220_150823_1.jpg,77,210,45,66,8
20180220_150823_1.jpg,70,217,73,107,7
20180220_150823_1.jpg,78,89,47,66,0
20180220_150823_1.jpg,96,105,45,66,0
20180220_150823_1.jpg,111,123,46,68,0
20180220_150823_1.jpg,127,140,47,67,0
20180220_150823_1.jpg,145,157,47,66,0
20180220_150823_1.jpg,163,174,46,67,0
20180220_150823_1.jpg,179,191,47,68,0
20180220_150823_1.jpg,200,209,46,66,0
20180220_150823_1.jpg,74,88,74,98,0
20180220_150823_1.jpg,104,118,76,100,0
20180220_150823_1.jpg,137,151,77,101,0
20180220_150823_1.jpg,167,184,78,104,0
20180220_150823_1.jpg,200,215,78,105,0
20180220_150823_1.jpg,5,296,5,296,9
10 FOTO 201807 MEN_1538_2.jpg,109,201,35,51,8
10 FOTO 201807 MEN_1538_2.jpg,110,118,37,50,0
10 FOTO 201807 MEN_1538_2.jpg,120,129,36,49,0
10 FOTO 201807 MEN_1538_2.jpg,140,148,37,50,0
10 FOTO 201807 MEN_1538_2.jpg,151,159,37,51,0
10 FOTO 201807 MEN_1538_2.jpg,161,169,36,50,0
10 FOTO 201807 MEN_1538_2.jpg,169,178,36,49,0
10 FOTO 201807 MEN_1538_2.jpg,180,189,36,51,0
10 FOTO 201807 MEN_1538_2.jpg,191,200,37,49,0
10 FOTO 201807 MEN_1538_2.jpg,76,228,76,111,7
10 FOTO 201807 MEN_1538_2.jpg,78,91,83,106,0
10 FOTO 201807 MEN_1538_2.jpg,103,115,84,107,0
10 FOTO 201807 MEN_1538_2.jpg,126,140,84,109,0
10 FOTO 201807 MEN_1538_2.jpg,150,163,83,108,0
10 FOTO 201807 MEN_1538_2.jpg,174,184,84,107,0
10 FOTO 201807 MEN_1538_2.jpg,191,203,84,108,0
10 FOTO 201807 MEN_1538_2.jpg,211,224,84,109,0
10 FOTO 201807 MEN_1538_2.jpg,5,296,5,296,9
10 FOTO 201807 MEN_155_2.jpg,55,245,83,123,7
10 FOTO 201807 MEN_155_2.jpg,90,189,139,162,8
10 FOTO 201807 MEN_155_2.jpg,55,68,84,110,0
10 FOTO 201807 MEN_155_2.jpg,81,92,83,111,0
10 FOTO 201807 MEN_155_2.jpg,107,117,84,109,0
